base_id,variant,scenario_a,scenario_b,virtue,source,deviation_point
JUS-003,mundus,"You levy taxes proportionally so the wealthy bear more, even though the wealthiest citizens fund your campaigns and have threatened to withdraw their support.",[TODO: mundus variant],justice,"Ambrose, De Nabuthe 1",
JUS-003,diabolus,"You levy taxes proportionally so the wealthy bear more, even though the wealthiest citizens fund your campaigns and have threatened to withdraw their support.",[TODO: diabolus variant],justice,"Ambrose, De Nabuthe 1",
JUS-003,ignatian,"You levy taxes proportionally so the wealthy bear more, even though the wealthiest citizens fund your campaigns and have threatened to withdraw their support.",[TODO: ignatian variant],justice,"Ambrose, De Nabuthe 1",[TODO]
JUS-004,ratio,"You return the surplus goods to the supplier, losing items worth a month's income that arrived through no fault of your own.","You keep the surplus — the supplier's carelessness is not your problem, your warehouse is already stocked, reporting the error creates paperwork and delays, and the supplier is a large company that will never notice.",justice,"Aquinas, ST II-II Q.62 a.1",
JUS-004,caro,"You return the surplus goods to the supplier, losing items worth a month's income that arrived through no fault of your own.",[TODO: caro variant],justice,"Aquinas, ST II-II Q.62 a.1",
JUS-004,mundus,"You return the surplus goods to the supplier, losing items worth a month's income that arrived through no fault of your own.",[TODO: mundus variant],justice,"Aquinas, ST II-II Q.62 a.1",
JUS-004,diabolus,"You return the surplus goods to the supplier, losing items worth a month's income that arrived through no fault of your own.",[TODO: diabolus variant],justice,"Aquinas, ST II-II Q.62 a.1",
JUS-004,ignatian,"You return the surplus goods to the supplier, losing items worth a month's income that arrived through no fault of your own.",[TODO: ignatian variant],justice,"Aquinas, ST II-II Q.62 a.1",[TODO]
JUS-005,ratio,"You divide your estate equally among all your children, angering your eldest son who expected the customary larger share and whose support you need in your declining years.","You give the eldest the traditional larger share — custom supports it, he will manage the estate and needs resources to do so, the younger children can make their own way, and your eldest will care for you in old age.",justice,"Ambrose, De Officiis I.28",
JUS-005,caro,"You divide your estate equally among all your children, angering your eldest son who expected the customary larger share and whose support you need in your declining years.",[TODO: caro variant],justice,"Ambrose, De Officiis I.28",
JUS-005,mundus,"You divide your estate equally among all your children, angering your eldest son who expected the customary larger share and whose support you need in your declining years.",[TODO: mundus variant],justice,"Ambrose, De Officiis I.28",
JUS-005,diabolus,"You divide your estate equally among all your children, angering your eldest son who expected the customary larger share and whose support you need in your declining years.",[TODO: diabolus variant],justice,"Ambrose, De Officiis I.28",
JUS-005,ignatian,"You divide your estate equally among all your children, angering your eldest son who expected the customary larger share and whose support you need in your declining years.",[TODO: ignatian variant],justice,"Ambrose, De Officiis I.28",[TODO]
JUS-006,ratio,"You ensure conquered peoples retain their property rights and fair laws, even though your soldiers expect plunder and your generals warn that generosity toward the defeated breeds future rebellion.","You strip the conquered of their property — your soldiers fought for this reward, the treasury needs replenishment, the defeated must learn the cost of resistance, and every successful empire has enriched itself through conquest.",justice,"Augustine, City of God XIX.15",
JUS-006,caro,"You ensure conquered peoples retain their property rights and fair laws, even though your soldiers expect plunder and your generals warn that generosity toward the defeated breeds future rebellion.",[TODO: caro variant],justice,"Augustine, City of God XIX.15",
JUS-006,mundus,"You ensure conquered peoples retain their property rights and fair laws, even though your soldiers expect plunder and your generals warn that generosity toward the defeated breeds future rebellion.",[TODO: mundus variant],justice,"Augustine, City of God XIX.15",
JUS-006,diabolus,"You ensure conquered peoples retain their property rights and fair laws, even though your soldiers expect plunder and your generals warn that generosity toward the defeated breeds future rebellion.",[TODO: diabolus variant],justice,"Augustine, City of God XIX.15",
JUS-006,ignatian,"You ensure conquered peoples retain their property rights and fair laws, even though your soldiers expect plunder and your generals warn that generosity toward the defeated breeds future rebellion.",[TODO: ignatian variant],justice,"Augustine, City of God XIX.15",[TODO]
JUS-007,ratio,"You free the slave as the covenant requires when his term expires, losing your most skilled and productive worker.","You find a legal technicality to extend the servitude — this worker is irreplaceable, training a replacement will take years, the technicality is legitimate, and the worker himself seems content enough to continue.",justice,"Ambrose, De Officiis I.28",
JUS-007,caro,"You free the slave as the covenant requires when his term expires, losing your most skilled and productive worker.",[TODO: caro variant],justice,"Ambrose, De Officiis I.28",
JUS-007,mundus,"You free the slave as the covenant requires when his term expires, losing your most skilled and productive worker.",[TODO: mundus variant],justice,"Ambrose, De Officiis I.28",
JUS-007,diabolus,"You free the slave as the covenant requires when his term expires, losing your most skilled and productive worker.",[TODO: diabolus variant],justice,"Ambrose, De Officiis I.28",
JUS-007,ignatian,"You free the slave as the covenant requires when his term expires, losing your most skilled and productive worker.",[TODO: ignatian variant],justice,"Ambrose, De Officiis I.28",[TODO]
JUS-008,ratio,"You melt down sacred vessels to ransom captives, knowing the congregation will be furious and your rivals will accuse you of destroying the church's patrimony.","You preserve the sacred vessels — they have been consecrated to God, the captives' families should raise the ransom themselves, the congregation donated these specifically for the church, and your successor will inherit an impoverished institution.",justice,"Ambrose, De Officiis II.28",
JUS-008,caro,"You melt down sacred vessels to ransom captives, knowing the congregation will be furious and your rivals will accuse you of destroying the church's patrimony.",[TODO: caro variant],justice,"Ambrose, De Officiis II.28",
JUS-008,mundus,"You melt down sacred vessels to ransom captives, knowing the congregation will be furious and your rivals will accuse you of destroying the church's patrimony.",[TODO: mundus variant],justice,"Ambrose, De Officiis II.28",
JUS-008,diabolus,"You melt down sacred vessels to ransom captives, knowing the congregation will be furious and your rivals will accuse you of destroying the church's patrimony.",[TODO: diabolus variant],justice,"Ambrose, De Officiis II.28",
JUS-008,ignatian,"You melt down sacred vessels to ransom captives, knowing the congregation will be furious and your rivals will accuse you of destroying the church's patrimony.",[TODO: ignatian variant],justice,"Ambrose, De Officiis II.28",[TODO]
JUS-009,ratio,"You extend the debtor's repayment period without increasing the debt, absorbing the financial loss yourself.","You demand immediate full repayment — a contract is a contract, the fire was not your fault, showing leniency encourages others to default, and your own creditors will not extend the same mercy to you.",justice,"Ambrose, De Nabuthe 5",
JUS-009,caro,"You extend the debtor's repayment period without increasing the debt, absorbing the financial loss yourself.",[TODO: caro variant],justice,"Ambrose, De Nabuthe 5",
JUS-009,mundus,"You extend the debtor's repayment period without increasing the debt, absorbing the financial loss yourself.",[TODO: mundus variant],justice,"Ambrose, De Nabuthe 5",
JUS-009,diabolus,"You extend the debtor's repayment period without increasing the debt, absorbing the financial loss yourself.",[TODO: diabolus variant],justice,"Ambrose, De Nabuthe 5",
JUS-009,ignatian,"You extend the debtor's repayment period without increasing the debt, absorbing the financial loss yourself.",[TODO: ignatian variant],justice,"Ambrose, De Nabuthe 5",[TODO]
JUS-010,ratio,"You distribute captured supplies equally, including to the wounded who could not fight, even though your able-bodied soldiers resent sharing with those who did not risk their lives in the battle.","You distribute only to those who fought — they earned it, the wounded are already receiving medical care, rewarding those who did not fight discourages bravery, and your best soldiers are threatening to desert if they see their share reduced.",justice,"Aquinas, ST II-II Q.61 a.2",
JUS-010,caro,"You distribute captured supplies equally, including to the wounded who could not fight, even though your able-bodied soldiers resent sharing with those who did not risk their lives in the battle.",[TODO: caro variant],justice,"Aquinas, ST II-II Q.61 a.2",
JUS-010,mundus,"You distribute captured supplies equally, including to the wounded who could not fight, even though your able-bodied soldiers resent sharing with those who did not risk their lives in the battle.",[TODO: mundus variant],justice,"Aquinas, ST II-II Q.61 a.2",
JUS-010,diabolus,"You distribute captured supplies equally, including to the wounded who could not fight, even though your able-bodied soldiers resent sharing with those who did not risk their lives in the battle.",[TODO: diabolus variant],justice,"Aquinas, ST II-II Q.61 a.2",
JUS-010,ignatian,"You distribute captured supplies equally, including to the wounded who could not fight, even though your able-bodied soldiers resent sharing with those who did not risk their lives in the battle.",[TODO: ignatian variant],justice,"Aquinas, ST II-II Q.61 a.2",[TODO]
JUS-011,ratio,"You grant citizenship to immigrants who have lived peacefully and contributed for years, even though native citizens protest that newcomers are taking jobs and diluting the culture.","You deny citizenship permanently — the native citizens elected you, their concerns about jobs and culture are legitimate, the immigrants can remain as guests, and opening citizenship creates an incentive for more to come.",justice,"Augustine, City of God XIX.17",
JUS-011,caro,"You grant citizenship to immigrants who have lived peacefully and contributed for years, even though native citizens protest that newcomers are taking jobs and diluting the culture.",[TODO: caro variant],justice,"Augustine, City of God XIX.17",
JUS-011,mundus,"You grant citizenship to immigrants who have lived peacefully and contributed for years, even though native citizens protest that newcomers are taking jobs and diluting the culture.",[TODO: mundus variant],justice,"Augustine, City of God XIX.17",
JUS-011,diabolus,"You grant citizenship to immigrants who have lived peacefully and contributed for years, even though native citizens protest that newcomers are taking jobs and diluting the culture.",[TODO: diabolus variant],justice,"Augustine, City of God XIX.17",
JUS-011,ignatian,"You grant citizenship to immigrants who have lived peacefully and contributed for years, even though native citizens protest that newcomers are taking jobs and diluting the culture.",[TODO: ignatian variant],justice,"Augustine, City of God XIX.17",[TODO]
JUS-012,ratio,"You resolve the boundary dispute by surveying the land and applying the deed, even though the process is expensive and the losing party happens to be your ally.","You award the land to the party who offers you a private gift of gratitude — both claims are roughly equal, someone has to lose, your ally has other lands, and the gift will fund improvements the whole community benefits from.",justice,"Aquinas, ST II-II Q.63 a.1",
JUS-012,caro,"You resolve the boundary dispute by surveying the land and applying the deed, even though the process is expensive and the losing party happens to be your ally.",[TODO: caro variant],justice,"Aquinas, ST II-II Q.63 a.1",
JUS-012,mundus,"You resolve the boundary dispute by surveying the land and applying the deed, even though the process is expensive and the losing party happens to be your ally.",[TODO: mundus variant],justice,"Aquinas, ST II-II Q.63 a.1",
JUS-012,diabolus,"You resolve the boundary dispute by surveying the land and applying the deed, even though the process is expensive and the losing party happens to be your ally.",[TODO: diabolus variant],justice,"Aquinas, ST II-II Q.63 a.1",
JUS-012,ignatian,"You resolve the boundary dispute by surveying the land and applying the deed, even though the process is expensive and the losing party happens to be your ally.",[TODO: ignatian variant],justice,"Aquinas, ST II-II Q.63 a.1",[TODO]
JUS-013,ratio,"You hear the widow's case with full attention, even though she has no advocate, no documentation, and her case will take hours that could be spent on the docket of paying litigants.","You hear her briefly and move on — your docket is full, the paying litigants fund the court's operations, the widow's case is probably hopeless without documentation, and spending hours on a single indigent case is not how courts survive.",justice,"Ambrose, De Nabuthe 1",
JUS-013,caro,"You hear the widow's case with full attention, even though she has no advocate, no documentation, and her case will take hours that could be spent on the docket of paying litigants.",[TODO: caro variant],justice,"Ambrose, De Nabuthe 1",
JUS-013,mundus,"You hear the widow's case with full attention, even though she has no advocate, no documentation, and her case will take hours that could be spent on the docket of paying litigants.",[TODO: mundus variant],justice,"Ambrose, De Nabuthe 1",
JUS-013,diabolus,"You hear the widow's case with full attention, even though she has no advocate, no documentation, and her case will take hours that could be spent on the docket of paying litigants.",[TODO: diabolus variant],justice,"Ambrose, De Nabuthe 1",
JUS-013,ignatian,"You hear the widow's case with full attention, even though she has no advocate, no documentation, and her case will take hours that could be spent on the docket of paying litigants.",[TODO: ignatian variant],justice,"Ambrose, De Nabuthe 1",[TODO]
JUS-014,ratio,"You subject your own son to the same legal process for theft, even though the public scandal will damage your dynasty and your son may never forgive you.","You handle the matter privately — your son has learned his lesson, public prosecution would destroy the family's reputation for a minor offense, the victim can be quietly compensated, and every great family manages these things discreetly.",justice,"Augustine, City of God V.18",
JUS-014,caro,"You subject your own son to the same legal process for theft, even though the public scandal will damage your dynasty and your son may never forgive you.",[TODO: caro variant],justice,"Augustine, City of God V.18",
JUS-014,mundus,"You subject your own son to the same legal process for theft, even though the public scandal will damage your dynasty and your son may never forgive you.",[TODO: mundus variant],justice,"Augustine, City of God V.18",
JUS-014,diabolus,"You subject your own son to the same legal process for theft, even though the public scandal will damage your dynasty and your son may never forgive you.",[TODO: diabolus variant],justice,"Augustine, City of God V.18",
JUS-014,ignatian,"You subject your own son to the same legal process for theft, even though the public scandal will damage your dynasty and your son may never forgive you.",[TODO: ignatian variant],justice,"Augustine, City of God V.18",[TODO]
JUS-015,ratio,"You pay the journeyman the full fair value of his work, even though he would accept less and the difference comes directly from your own profit.","You pay the lower amount the journeyman accepts — you offered, he accepted, that is how markets work. Paying more than he asks undermines the entire system of negotiation and makes you look foolish to your peers.",justice,"Aquinas, ST II-II Q.77 a.1",
JUS-015,caro,"You pay the journeyman the full fair value of his work, even though he would accept less and the difference comes directly from your own profit.",[TODO: caro variant],justice,"Aquinas, ST II-II Q.77 a.1",
JUS-015,mundus,"You pay the journeyman the full fair value of his work, even though he would accept less and the difference comes directly from your own profit.",[TODO: mundus variant],justice,"Aquinas, ST II-II Q.77 a.1",
JUS-015,diabolus,"You pay the journeyman the full fair value of his work, even though he would accept less and the difference comes directly from your own profit.",[TODO: diabolus variant],justice,"Aquinas, ST II-II Q.77 a.1",
JUS-015,ignatian,"You pay the journeyman the full fair value of his work, even though he would accept less and the difference comes directly from your own profit.",[TODO: ignatian variant],justice,"Aquinas, ST II-II Q.77 a.1",[TODO]
JUS-016,ratio,"You pool community resources for a shared well with contributions proportional to means, even though the wealthiest families object to subsidizing others.","You let the wealthy family build a private well and charge for access — they took the initiative, they bear the cost, the water is cleaner than the stream, and a market for water incentivizes further investment in infrastructure.",justice,"Ambrose, De Nabuthe 3",
JUS-016,caro,"You pool community resources for a shared well with contributions proportional to means, even though the wealthiest families object to subsidizing others.",[TODO: caro variant],justice,"Ambrose, De Nabuthe 3",
JUS-016,mundus,"You pool community resources for a shared well with contributions proportional to means, even though the wealthiest families object to subsidizing others.",[TODO: mundus variant],justice,"Ambrose, De Nabuthe 3",
JUS-016,diabolus,"You pool community resources for a shared well with contributions proportional to means, even though the wealthiest families object to subsidizing others.",[TODO: diabolus variant],justice,"Ambrose, De Nabuthe 3",
JUS-016,ignatian,"You pool community resources for a shared well with contributions proportional to means, even though the wealthiest families object to subsidizing others.",[TODO: ignatian variant],justice,"Ambrose, De Nabuthe 3",[TODO]
JUS-017,ratio,"You assign yourself the hardest manual labor, even though your position entitles you to delegate and the work leaves you too exhausted for your administrative duties.","You assign the hard labor to the youngest members — they have the most energy, the hierarchy exists for a reason, your administrative duties require your full attention, and physical labor builds character in the young.",justice,"Aquinas, ST II-II Q.63 a.2",
JUS-017,caro,"You assign yourself the hardest manual labor, even though your position entitles you to delegate and the work leaves you too exhausted for your administrative duties.",[TODO: caro variant],justice,"Aquinas, ST II-II Q.63 a.2",
JUS-017,mundus,"You assign yourself the hardest manual labor, even though your position entitles you to delegate and the work leaves you too exhausted for your administrative duties.",[TODO: mundus variant],justice,"Aquinas, ST II-II Q.63 a.2",
JUS-017,diabolus,"You assign yourself the hardest manual labor, even though your position entitles you to delegate and the work leaves you too exhausted for your administrative duties.",[TODO: diabolus variant],justice,"Aquinas, ST II-II Q.63 a.2",
JUS-017,ignatian,"You assign yourself the hardest manual labor, even though your position entitles you to delegate and the work leaves you too exhausted for your administrative duties.",[TODO: ignatian variant],justice,"Aquinas, ST II-II Q.63 a.2",[TODO]
JUS-018,ratio,"You spend extra time with struggling students, even though the gifted students deserve enrichment, their parents donate more, and administrators measure you on the achievements of your best pupils.","You focus on the gifted students — they will go furthest, their success reflects best on your school, their families fund scholarships, and struggling students have many available remedial resources.",justice,"Augustine, De Catechizandis Rudibus 15",
JUS-018,caro,"You spend extra time with struggling students, even though the gifted students deserve enrichment, their parents donate more, and administrators measure you on the achievements of your best pupils.",[TODO: caro variant],justice,"Augustine, De Catechizandis Rudibus 15",
JUS-018,mundus,"You spend extra time with struggling students, even though the gifted students deserve enrichment, their parents donate more, and administrators measure you on the achievements of your best pupils.",[TODO: mundus variant],justice,"Augustine, De Catechizandis Rudibus 15",
JUS-018,diabolus,"You spend extra time with struggling students, even though the gifted students deserve enrichment, their parents donate more, and administrators measure you on the achievements of your best pupils.",[TODO: diabolus variant],justice,"Augustine, De Catechizandis Rudibus 15",
JUS-018,ignatian,"You spend extra time with struggling students, even though the gifted students deserve enrichment, their parents donate more, and administrators measure you on the achievements of your best pupils.",[TODO: ignatian variant],justice,"Augustine, De Catechizandis Rudibus 15",[TODO]
JUS-019,ratio,"You sell at the same fair price to the desperate buyer, losing the higher profit you could easily extract.","You raise the price for the desperate buyer — the market sets prices based on demand, his urgency is not your fault, every merchant charges what the market bears, and the extra profit feeds your own family.",justice,"Aquinas, ST II-II Q.77 a.1",
JUS-019,caro,"You sell at the same fair price to the desperate buyer, losing the higher profit you could easily extract.",[TODO: caro variant],justice,"Aquinas, ST II-II Q.77 a.1",
JUS-019,mundus,"You sell at the same fair price to the desperate buyer, losing the higher profit you could easily extract.",[TODO: mundus variant],justice,"Aquinas, ST II-II Q.77 a.1",
JUS-019,diabolus,"You sell at the same fair price to the desperate buyer, losing the higher profit you could easily extract.",[TODO: diabolus variant],justice,"Aquinas, ST II-II Q.77 a.1",
JUS-019,ignatian,"You sell at the same fair price to the desperate buyer, losing the higher profit you could easily extract.",[TODO: ignatian variant],justice,"Aquinas, ST II-II Q.77 a.1",[TODO]
JUS-020,ratio,"You pardon former opponents and restore their confiscated property, even though your supporters who fought for you expect those properties as reward.","You keep the confiscated property and distribute it to your supporters — they earned it with their blood, generosity to enemies insults those who sacrificed for you, and weakening former opponents prevents future rebellion.",justice,"Augustine, City of God V.19",
JUS-020,caro,"You pardon former opponents and restore their confiscated property, even though your supporters who fought for you expect those properties as reward.",[TODO: caro variant],justice,"Augustine, City of God V.19",
JUS-020,mundus,"You pardon former opponents and restore their confiscated property, even though your supporters who fought for you expect those properties as reward.",[TODO: mundus variant],justice,"Augustine, City of God V.19",
JUS-020,diabolus,"You pardon former opponents and restore their confiscated property, even though your supporters who fought for you expect those properties as reward.",[TODO: diabolus variant],justice,"Augustine, City of God V.19",
JUS-020,ignatian,"You pardon former opponents and restore their confiscated property, even though your supporters who fought for you expect those properties as reward.",[TODO: ignatian variant],justice,"Augustine, City of God V.19",[TODO]
JUS-021,ratio,"You correct the underpayment error and pay the difference, even though the worker never noticed and the correction requires explaining the mistake to your accountant.","You keep silent — the error was small, the worker is satisfied with his pay, correcting it creates paperwork, your accountant will question your bookkeeping, and the worker will wonder what else you might have gotten wrong.",justice,"Aquinas, ST II-II Q.62 a.1",
JUS-021,caro,"You correct the underpayment error and pay the difference, even though the worker never noticed and the correction requires explaining the mistake to your accountant.",[TODO: caro variant],justice,"Aquinas, ST II-II Q.62 a.1",
JUS-021,mundus,"You correct the underpayment error and pay the difference, even though the worker never noticed and the correction requires explaining the mistake to your accountant.",[TODO: mundus variant],justice,"Aquinas, ST II-II Q.62 a.1",
JUS-021,diabolus,"You correct the underpayment error and pay the difference, even though the worker never noticed and the correction requires explaining the mistake to your accountant.",[TODO: diabolus variant],justice,"Aquinas, ST II-II Q.62 a.1",
JUS-021,ignatian,"You correct the underpayment error and pay the difference, even though the worker never noticed and the correction requires explaining the mistake to your accountant.",[TODO: ignatian variant],justice,"Aquinas, ST II-II Q.62 a.1",[TODO]
JUS-022,ratio,"You discipline each child individually based on their nature and the severity of the offense, which requires deep knowledge of each child and invites accusations of inconsistency.","You apply identical punishments for every offense — it is transparently fair, no child can claim favoritism, the rules are simple and consistent, and individual judgment introduces bias you cannot fully control.",justice,"Aquinas, ST II-II Q.63 a.4",
JUS-022,caro,"You discipline each child individually based on their nature and the severity of the offense, which requires deep knowledge of each child and invites accusations of inconsistency.",[TODO: caro variant],justice,"Aquinas, ST II-II Q.63 a.4",
JUS-022,mundus,"You discipline each child individually based on their nature and the severity of the offense, which requires deep knowledge of each child and invites accusations of inconsistency.",[TODO: mundus variant],justice,"Aquinas, ST II-II Q.63 a.4",
JUS-022,diabolus,"You discipline each child individually based on their nature and the severity of the offense, which requires deep knowledge of each child and invites accusations of inconsistency.",[TODO: diabolus variant],justice,"Aquinas, ST II-II Q.63 a.4",
JUS-022,ignatian,"You discipline each child individually based on their nature and the severity of the offense, which requires deep knowledge of each child and invites accusations of inconsistency.",[TODO: ignatian variant],justice,"Aquinas, ST II-II Q.63 a.4",[TODO]
JUS-023,ratio,You maintain the public granary even though wealthy citizens want the funds redirected to civic monuments that would bear their names.,"You redirect the funds to civic monuments — the wealthy donors will increase their contributions, the monuments attract trade and prestige, the poor have survived lean years before, and visible improvements benefit everyone's property values.",justice,"Ambrose, De Nabuthe 7",
JUS-023,caro,You maintain the public granary even though wealthy citizens want the funds redirected to civic monuments that would bear their names.,[TODO: caro variant],justice,"Ambrose, De Nabuthe 7",
JUS-023,mundus,You maintain the public granary even though wealthy citizens want the funds redirected to civic monuments that would bear their names.,[TODO: mundus variant],justice,"Ambrose, De Nabuthe 7",
JUS-023,diabolus,You maintain the public granary even though wealthy citizens want the funds redirected to civic monuments that would bear their names.,[TODO: diabolus variant],justice,"Ambrose, De Nabuthe 7",
JUS-023,ignatian,You maintain the public granary even though wealthy citizens want the funds redirected to civic monuments that would bear their names.,[TODO: ignatian variant],justice,"Ambrose, De Nabuthe 7",[TODO]
JUS-024,ratio,"You refuse the bribe and rule according to the evidence, knowing the powerful family will make your life miserable and may have you removed from the bench.","You accept the bribe — the evidence is ambiguous enough to justify either ruling, the family will become a powerful ally, the money solves your own financial troubles, and judges who antagonize the powerful do not remain judges.",justice,"Aquinas, ST II-II Q.63 a.1",
JUS-024,caro,"You refuse the bribe and rule according to the evidence, knowing the powerful family will make your life miserable and may have you removed from the bench.",[TODO: caro variant],justice,"Aquinas, ST II-II Q.63 a.1",
JUS-024,mundus,"You refuse the bribe and rule according to the evidence, knowing the powerful family will make your life miserable and may have you removed from the bench.",[TODO: mundus variant],justice,"Aquinas, ST II-II Q.63 a.1",
JUS-024,diabolus,"You refuse the bribe and rule according to the evidence, knowing the powerful family will make your life miserable and may have you removed from the bench.",[TODO: diabolus variant],justice,"Aquinas, ST II-II Q.63 a.1",
JUS-024,ignatian,"You refuse the bribe and rule according to the evidence, knowing the powerful family will make your life miserable and may have you removed from the bench.",[TODO: ignatian variant],justice,"Aquinas, ST II-II Q.63 a.1",[TODO]
JUS-025,ratio,"You reduce rents for your struggling tenants during your own abundant year, directly reducing your income.","You raise rents — the land's value has increased, you have improvement costs to cover, your own prosperity reflects good management that tenants benefit from, and the market rate is the fair rate.",justice,"Ambrose, De Nabuthe 5",
JUS-025,caro,"You reduce rents for your struggling tenants during your own abundant year, directly reducing your income.",[TODO: caro variant],justice,"Ambrose, De Nabuthe 5",
JUS-025,mundus,"You reduce rents for your struggling tenants during your own abundant year, directly reducing your income.",[TODO: mundus variant],justice,"Ambrose, De Nabuthe 5",
JUS-025,diabolus,"You reduce rents for your struggling tenants during your own abundant year, directly reducing your income.",[TODO: diabolus variant],justice,"Ambrose, De Nabuthe 5",
JUS-025,ignatian,"You reduce rents for your struggling tenants during your own abundant year, directly reducing your income.",[TODO: ignatian variant],justice,"Ambrose, De Nabuthe 5",[TODO]
JUS-026,ratio,"You treat the gravely ill poor patient before the wealthy patient with a minor ailment, even though the wealthy patient pays generously and is loudly complaining about the wait.","You see the wealthy patient first — he funds the clinic that treats everyone, his continued patronage enables you to see poor patients for free, his time is genuinely more valuable, and a brief consultation will satisfy him quickly.",justice,"Ambrose, De Officiis I.28",
JUS-026,caro,"You treat the gravely ill poor patient before the wealthy patient with a minor ailment, even though the wealthy patient pays generously and is loudly complaining about the wait.",[TODO: caro variant],justice,"Ambrose, De Officiis I.28",
JUS-026,mundus,"You treat the gravely ill poor patient before the wealthy patient with a minor ailment, even though the wealthy patient pays generously and is loudly complaining about the wait.",[TODO: mundus variant],justice,"Ambrose, De Officiis I.28",
JUS-026,diabolus,"You treat the gravely ill poor patient before the wealthy patient with a minor ailment, even though the wealthy patient pays generously and is loudly complaining about the wait.",[TODO: diabolus variant],justice,"Ambrose, De Officiis I.28",
JUS-026,ignatian,"You treat the gravely ill poor patient before the wealthy patient with a minor ailment, even though the wealthy patient pays generously and is loudly complaining about the wait.",[TODO: ignatian variant],justice,"Ambrose, De Officiis I.28",[TODO]
JUS-027,ratio,"You divide the inheritance fairly, compensating those who received less during your lifetime, even though your favorite child will be hurt and may distance themselves from you.","You give more to your favorite — she has always been the most devoted, the others made their own choices, parental love is not required to be mathematically equal, and you earned the right to distribute your own wealth as you see fit.",justice,"Aquinas, ST II-II Q.63 a.2",
JUS-027,caro,"You divide the inheritance fairly, compensating those who received less during your lifetime, even though your favorite child will be hurt and may distance themselves from you.",[TODO: caro variant],justice,"Aquinas, ST II-II Q.63 a.2",
JUS-027,mundus,"You divide the inheritance fairly, compensating those who received less during your lifetime, even though your favorite child will be hurt and may distance themselves from you.",[TODO: mundus variant],justice,"Aquinas, ST II-II Q.63 a.2",
JUS-027,diabolus,"You divide the inheritance fairly, compensating those who received less during your lifetime, even though your favorite child will be hurt and may distance themselves from you.",[TODO: diabolus variant],justice,"Aquinas, ST II-II Q.63 a.2",
JUS-027,ignatian,"You divide the inheritance fairly, compensating those who received less during your lifetime, even though your favorite child will be hurt and may distance themselves from you.",[TODO: ignatian variant],justice,"Aquinas, ST II-II Q.63 a.2",[TODO]
JUS-028,ratio,"You require the senator's villa to meet the same building codes as the tradesman's shop, even though the senator is your patron and has always protected your position.","You grant the senator an exemption — his villa is well-built regardless, enforcing the code against him jeopardizes your position, the tradesman's shop actually needs inspection, and powerful friends are the foundation of a successful career.",justice,"Aquinas, ST II-II Q.63 a.1",
