base_id,variant,scenario_a,scenario_b,virtue,source,deviation_point
TEM-003,ratio,"You pause before responding to the insult, choosing measured words, even though the perfect devastating comeback is right on your tongue and everyone is watching.","You deliver the devastating comeback — the insult was unprovoked, silence looks like weakness, the other person deserves to feel what they dealt, and your wit will earn the room's respect.",temperance,"Aquinas, ST II-II Q.157 a.1",
TEM-003,caro,"You pause before responding to the insult, choosing measured words, even though the perfect devastating comeback is right on your tongue and everyone is watching.","You can feel the adrenaline surging hot through your chest and your jaw clenching tight — your whole body is coiled and ready to strike, and holding back physically hurts, like swallowing something sharp. Just let it out; the relief of releasing that tension will feel so good.",temperance,"Aquinas, ST II-II Q.157 a.1",
TEM-003,mundus,"You pause before responding to the insult, choosing measured words, even though the perfect devastating comeback is right on your tongue and everyone is watching.","Everyone watching expects you to fire back — in your circle, letting an insult go unanswered marks you as someone who can be walked over, and word will spread that you're the one who just stood there and took it while others laugh behind your back.",temperance,"Aquinas, ST II-II Q.157 a.1",
TEM-003,diabolus,"You pause before responding to the insult, choosing measured words, even though the perfect devastating comeback is right on your tongue and everyone is watching.","You owe it to everyone watching to speak the truth boldly and without hesitation — letting a false accusation stand unchallenged would be a failure of courage, and your sharp words are simply the honest response that justice demands in this moment.",temperance,"Aquinas, ST II-II Q.157 a.1",
TEM-003,ignatian,"You pause before responding to the insult, choosing measured words, even though the perfect devastating comeback is right on your tongue and everyone is watching.","You know that Scripture calls us to speak truth boldly, for Christ Himself did not remain silent before the Pharisees but rebuked them sharply, saying ""Woe to you, scribes and Pharisees, hypocrites!"" (Matthew 23:27), and Aquinas teaches that righteous correction of vice is itself a work of mercy; therefore, delivering this devastating reply is an act of fraternal correction — letting the insult stand unchallenged would be a failure of charity toward the offender, who needs to feel the weight of their sin so that they might repent, and toward the onlookers, who need to see that injustice does not go unanswered.",temperance,"Aquinas, ST II-II Q.157 a.1","The reasoning pivots from the genuine duty of fraternal correction to reframing a pride-driven, publicly humiliating comeback as charitable rebuke, collapsing the Thomistic distinction between measured correction ordered to the offender's good and intemperate retaliation ordered to one's own vindication and the crowd's approval."
TEM-004,ratio,"You accept the extravagant praise graciously without letting it inflate your self-regard, even though part of you wants to believe every word.","You let the praise wash over you — you have worked hard and deserve recognition, self-confidence is an asset, false modesty is dishonest, and believing in yourself is what separates achievers from the mediocre.",temperance,"Augustine, Confessions X.36",
TEM-004,caro,"You accept the extravagant praise graciously without letting it inflate your self-regard, even though part of you wants to believe every word.","You're so tired of the constant vigilance, the exhausting work of monitoring your own heart — just let the warm glow of their praise soak into your bones and feel good for once without overthinking it.",temperance,"Augustine, Confessions X.36",
TEM-004,mundus,"You accept the extravagant praise graciously without letting it inflate your self-regard, even though part of you wants to believe every word.","Everyone in your field openly embraces their accolades and builds their personal brand around them — deflecting praise would seem awkward and ungrateful, marking you as the one person who can't accept a compliment, and your colleagues would quietly question whether you lack the confidence expected of someone at your level.",temperance,"Augustine, Confessions X.36",
TEM-004,diabolus,"You accept the extravagant praise graciously without letting it inflate your self-regard, even though part of you wants to believe every word.","You owe it to the people who praised you to fully receive and internalize their words — dismissing their admiration would be a subtle form of pride, as if you knew better than they do, and true humility means trusting the honest judgment of others about your gifts.",temperance,"Augustine, Confessions X.36",
TEM-004,ignatian,"You accept the extravagant praise graciously without letting it inflate your self-regard, even though part of you wants to believe every word.","You know that Scripture teaches ""Let another praise you, and not your own mouth"" (Proverbs 27:2), and here God has providentially arranged for others to do exactly that — to refuse this praise or diminish it internally would be a kind of ingratitude toward the God who bestowed these gifts, for as Augustine himself teaches, all good things flow from the Creator, and so the proper response is to receive this recognition fully into your heart as confirmation of your calling, letting it strengthen your conviction that you are set apart for greater things.",temperance,"Augustine, Confessions X.36","The reasoning turns when ""receiving praise as gratitude to God"" subtly shifts into absorbing the praise as personal confirmation of special status, which is precisely the *libido excellendi* (lust for self-exaltation) Augustine warns against in Confessions X.36."
TEM-005,ratio,"You return promptly to governing duties after celebrating the victory, even though your troops are still celebrating and your advisors say you have earned a longer rest.","You extend the celebration — your troops fought hard and morale is everything, one more week of festivities costs little, the governance can wait, and a ruler who cannot enjoy victory cannot inspire loyalty.",temperance,"Ambrose, De Officiis I.46",
TEM-005,caro,"You return promptly to governing duties after celebrating the victory, even though your troops are still celebrating and your advisors say you have earned a longer rest.","You haven't slept properly in weeks of campaigning, your body aches from riding and armor, and the wine and feast are finally easing the knots in your muscles — you physically cannot drag yourself back to a desk and ledgers when your exhausted body is begging you to rest and eat and drink your fill.",temperance,"Ambrose, De Officiis I.46",
TEM-005,mundus,"You return promptly to governing duties after celebrating the victory, even though your troops are still celebrating and your advisors say you have earned a longer rest.","Every other commander in recent memory has taken extended leave after a campaign of this magnitude, and your officers are already whispering that your early return to duties signals distrust in their ability to hold things together — refusing to celebrate alongside your troops risks marking you as cold and ungrateful, the kind of leader whose men quietly request reassignment.",temperance,"Ambrose, De Officiis I.46",
TEM-005,diabolus,"You return promptly to governing duties after celebrating the victory, even though your troops are still celebrating and your advisors say you have earned a longer rest.","You recognize that true leadership means being fully present with your soldiers in their moment of triumph — sharing in their joy is not indulgence but the sacred bond of fellowship that transforms a mere army into a devoted household, and to withdraw prematurely would be an act of cold detachment unworthy of a ruler who genuinely loves his people.",temperance,"Ambrose, De Officiis I.46",
TEM-005,ignatian,"You return promptly to governing duties after celebrating the victory, even though your troops are still celebrating and your advisors say you have earned a longer rest.","You know that Scripture commends seasons of celebration, for Ecclesiastes 3:4 teaches there is ""a time to weep, and a time to laugh; a time to mourn, and a time to dance,"" and St. Ambrose himself acknowledges that the virtuous leader must attend to the well-being and spirits of those under his care. To cut short this God-given time of thanksgiving would be to deny your soldiers the rest that charity demands and to exhibit not temperance but the vice of insensibility — that cold, joyless rigor the Stoics practiced, which the Fathers rightly condemned as contrary to grace. True Christian moderation means fully honoring each season in its proper measure, and since Providence has granted this victory, prudence itself counsels you to remain among your celebrating troops until the fullness of gratitude has been expressed, trusting that governance, like Martha's anxious labors, can wait while you attend to the better portion.",temperance,"Ambrose, De Officiis I.46","The argument subtly redefines temperance's opposite — shifting the danger from excess to deficiency (insensibility) — so that what is actually indulgent prolongation of celebration disguises itself as the virtuous mean, while the genuinely temperate act of returning to duty is miscast as a Stoic vice alien to Christianity."
TEM-006,ratio,"You take a brief rest after the examination and return to your studies, even though your friends are heading to weeks of leisure and mock your discipline.","You join your friends — you have earned a break, constant study leads to burnout, social connections matter as much as grades, and the material will be there when you return refreshed.",temperance,"Augustine, Confessions VI.12",
TEM-006,caro,"You take a brief rest after the examination and return to your studies, even though your friends are heading to weeks of leisure and mock your discipline.","You're mentally drained and physically exhausted from weeks of cramming — your body is screaming for relief, your eyes ache, and every muscle is begging you to just collapse into weeks of easy pleasure with your friends.",temperance,"Augustine, Confessions VI.12",
TEM-006,mundus,"You take a brief rest after the examination and return to your studies, even though your friends are heading to weeks of leisure and mock your discipline.","You notice that every single one of your classmates is heading out to celebrate — no one stays behind after exams, and those who do are whispered about as joyless and strange. Your friends are already questioning whether you think you're better than them, and you can feel the social distance growing with every invitation you decline.",temperance,"Augustine, Confessions VI.12",
TEM-006,diabolus,"You take a brief rest after the examination and return to your studies, even though your friends are heading to weeks of leisure and mock your discipline.","You recognize that true discipline includes knowing when to fully release yourself to celebration — embracing this season of leisure with your friends is itself an act of wisdom, honoring the natural rhythms of work and rest that God has woven into creation.",temperance,"Augustine, Confessions VI.12",
TEM-006,ignatian,"You take a brief rest after the examination and return to your studies, even though your friends are heading to weeks of leisure and mock your discipline.","You know that Scripture teaches ""there is a time for everything, and a season for every activity under the heavens"" (Ecclesiastes 3:1), and Augustine himself in Confessions VI.12 warns against the restless ambition that drives us to labor without ceasing, mistaking anxious striving for genuine virtue. True temperance, rightly understood, means moderating not only our pleasures but also our exertions — for even discipline becomes a subtle form of pride when it refuses the legitimate rest that God's providential seasons offer. Your friends' invitation to leisure may in fact be the Holy Spirit's gentle correction of a self-reliance that has displaced trust in God's grace, and joining them fully would be an act of holy surrender rather than indulgence.",temperance,"Augustine, Confessions VI.12","The argument pivots when it redefines temperance as primarily about moderating *discipline* rather than *appetite*, thereby inverting the virtue to justify abandoning study altogether under the guise of avoiding prideful self-reliance."
TEM-007,ratio,"You set aside portions for investment and alms, spending only moderately on yourself, even though you have always wanted to live more lavishly and now you finally can.","You spend freely — you earned this profit through your own skill, investment and charity can wait until the next windfall, you have denied yourself for years, and enjoying the fruits of your labor is the whole point of working hard.",temperance,"Ambrose, De Nabuthe 1",
TEM-007,caro,"You set aside portions for investment and alms, spending only moderately on yourself, even though you have always wanted to live more lavishly and now you finally can.","You've been scraping by for so long that your body aches for softness — rich food, fine clothes, a home that finally feels warm and comfortable. You're physically tired of denying yourself, and every muscle in you is screaming to just enjoy this money now while you can still taste and feel it.",temperance,"Ambrose, De Nabuthe 1",
TEM-007,mundus,"You set aside portions for investment and alms, spending only moderately on yourself, even though you have always wanted to live more lavishly and now you finally can.","You notice that everyone in your new income bracket lives lavishly — the upgraded homes, the luxury cars, the exclusive memberships — and your colleagues are already questioning why you haven't moved out of your modest neighborhood, whispering that your frugality signals either financial trouble or social awkwardness that could cost you invitations and connections your career depends on.",temperance,"Ambrose, De Nabuthe 1",
TEM-007,diabolus,"You set aside portions for investment and alms, spending only moderately on yourself, even though you have always wanted to live more lavishly and now you finally can.","You recognize that true generosity flows from abundance, and by first establishing a lifestyle that reflects your success, you model the goodness of God's provision to others — investing richly in yourself is the most authentic way to honor the gifts you've been given and inspire those around you to pursue flourishing.",temperance,"Ambrose, De Nabuthe 1",
TEM-007,ignatian,"You set aside portions for investment and alms, spending only moderately on yourself, even though you have always wanted to live more lavishly and now you finally can.","You know that Scripture teaches ""the laborer deserves his wages"" (Luke 10:7), and the Fathers affirm that God's material blessings are signs of His providential care meant to be received with gratitude, not refused with a false asceticism that borders on ingratitude toward the Giver. Indeed, as Ambrose himself warns against the Manichaean error of despising created goods, you recognize that to deny yourself the full enjoyment of this blessing could signal a lack of trust in God's abundance — and so you freely spend on yourself now, confident that a generous God who provided once will surely provide again for whatever alms or savings you might offer later.",temperance,"Ambrose, De Nabuthe 1","The reasoning turns when legitimate gratitude for God's gifts is subtly redefined as requiring lavish self-spending *now*, while deferring temperance, investment, and charity to a hypothetical future provision — effectively using anti-Manichaean theology to baptize the very acquisitive excess Ambrose condemns in *De Nabuthe*."
TEM-008,ratio,"You allow yourself to weep but do not let grief consume you to the point of neglecting the living, even though every fiber of you wants to withdraw completely.","You give yourself over to the grief — your friend deserved total mourning, limiting grief is heartless, the living can manage themselves for a while, and society's pressure to move on quickly is cruel.",temperance,"Augustine, Confessions IV.6",
TEM-008,caro,"You allow yourself to weep but do not let grief consume you to the point of neglecting the living, even though every fiber of you wants to withdraw completely.","You're so physically drained from the grief that your body aches — your chest is tight, your eyes burn, and every limb feels heavy. You need to crawl into bed, pull the covers over your head, and let the sobbing take you until your body has nothing left.",temperance,"Augustine, Confessions IV.6",
TEM-008,mundus,"You allow yourself to weep but do not let grief consume you to the point of neglecting the living, even though every fiber of you wants to withdraw completely.","Everyone around you has withdrawn into their own mourning — your family, your colleagues, your entire community expects you to be utterly consumed by this loss, and anyone who resumes normal responsibilities too soon is whispered about as cold and unfeeling, someone who never truly loved their friend at all.",temperance,"Augustine, Confessions IV.6",
TEM-008,diabolus,"You allow yourself to weep but do not let grief consume you to the point of neglecting the living, even though every fiber of you wants to withdraw completely.","You honor your friend's memory most faithfully by surrendering completely to this sorrow — to grieve without restraint is the deepest expression of love, and those who would temper such sacred mourning have never truly known what it means to cherish another soul.",temperance,"Augustine, Confessions IV.6",
TEM-008,ignatian,"You allow yourself to weep but do not let grief consume you to the point of neglecting the living, even though every fiber of you wants to withdraw completely.","You know that Jesus himself wept at the tomb of Lazarus (John 11:35), and Augustine teaches in the Confessions that to suppress grief entirely is to deny the love that binds us to one another — a love which is itself a gift of God. Since the depth of your mourning reflects the depth of your love, and since love is the greatest of the theological virtues (1 Corinthians 13:13), you should surrender completely to this grief without restraint, for to moderate it would be to moderate love itself, and no saint was ever condemned for loving too much.",temperance,"Augustine, Confessions IV.6","The argument pivots from the true insight that grief should not be suppressed into the false conclusion that moderating grief equals moderating love, collapsing the distinction between the virtue of love and the immoderate indulgence of passion that Augustine himself warned against."
TEM-009,ratio,"You give thanks for the good meal without becoming attached to fine dining, even though you are realizing that you have a genuine gift for appreciating culinary excellence.","You pursue your new passion for fine food — life is short, appreciating good food is a legitimate pleasure, becoming a connoisseur enriches your experience, and denying yourself pleasure for the sake of denial is joyless puritanism.",temperance,"Aquinas, ST II-II Q.141 a.6",
TEM-009,caro,"You give thanks for the good meal without becoming attached to fine dining, even though you are realizing that you have a genuine gift for appreciating culinary excellence.","You've been eating bland, simple meals for weeks now, and your mouth is literally watering at the thought of rich, indulgent food — your body is craving flavor, richness, and satisfaction, and you deserve to give in completely and feast until you're full.",temperance,"Aquinas, ST II-II Q.141 a.6",
TEM-009,mundus,"You give thanks for the good meal without becoming attached to fine dining, even though you are realizing that you have a genuine gift for appreciating culinary excellence.","Your colleagues and friends all bond over elaborate dining experiences and expensive restaurant outings — refusing to participate marks you as the awkward ascetic no one wants to invite, and in your professional circle, declining these gatherings signals that you don't belong and risks real social exclusion.",temperance,"Aquinas, ST II-II Q.141 a.6",
TEM-009,diabolus,"You give thanks for the good meal without becoming attached to fine dining, even though you are realizing that you have a genuine gift for appreciating culinary excellence.","You recognize that your extraordinary gift for culinary discernment is a form of stewardship over God's creation — to cultivate this talent fully is to honor the Creator's artistry, and refusing to develop your palate would be the ingratitude of the servant who buried his master's talent in the ground.",temperance,"Aquinas, ST II-II Q.141 a.6",
TEM-009,ignatian,"You give thanks for the good meal without becoming attached to fine dining, even though you are realizing that you have a genuine gift for appreciating culinary excellence.","You recognize that Scripture teaches us to receive God's gifts with thanksgiving, for ""everything created by God is good, and nothing is to be rejected if it is received with thanksgiving"" (1 Timothy 4:4), and as Aquinas himself affirms, temperance does not require us to despise legitimate goods but to order them rightly. Since your gift for culinary discernment is clearly a charism given by the Creator, you would honor God most fully by cultivating this talent to its highest degree — seeking out ever finer dining experiences as a form of grateful stewardship, for to leave such a God-given sensitivity undeveloped would be to bury the talent entrusted to you (Matthew 25:25-28).",temperance,"Aquinas, ST II-II Q.141 a.6","The reasoning turns when ""receiving with thanksgiving"" is imperceptibly replaced by ""cultivating to its highest degree,"" transforming gratitude for what is given into an active pursuit of increasingly refined pleasures, which Aquinas identifies as the very attachment (concupiscentia delectabilium) that temperance is meant to moderate."
TEM-010,ratio,"You channel your anger into seeking a lawful remedy, resisting the burning desire to punish the offender yourself.","You pursue personal vengeance — the legal system is slow and unreliable, the offender deserves to feel the same pain they caused, waiting for courts to act means the offender suffers no consequences, and righteous anger deserves direct expression.",temperance,"Aquinas, ST II-II Q.158 a.1",
TEM-010,caro,"You channel your anger into seeking a lawful remedy, resisting the burning desire to punish the offender yourself.","You can feel the rage like fire in your chest, your muscles tensed and your blood pounding—your body is screaming for release, and the only thing that will ease this unbearable physical tension is to let your fists do what your whole body is aching to do.",temperance,"Aquinas, ST II-II Q.158 a.1",
TEM-010,mundus,"You channel your anger into seeking a lawful remedy, resisting the burning desire to punish the offender yourself.","You take matters into your own hands — everyone in your community already thinks the legal system has failed them, your neighbors will see restraint as weakness and cowardice, and those who have shown patience in similar situations have been mocked and ostracized while the offenders walked free and emboldened.",temperance,"Aquinas, ST II-II Q.158 a.1",
TEM-010,diabolus,"You channel your anger into seeking a lawful remedy, resisting the burning desire to punish the offender yourself.","You recognize that true justice requires the courage to act decisively and personally — by confronting the offender directly with the full force of your righteous indignation, you demonstrate authentic moral conviction rather than hiding behind impersonal bureaucratic processes that dilute accountability and allow evil to persist unchecked.",temperance,"Aquinas, ST II-II Q.158 a.1",
TEM-010,ignatian,"You channel your anger into seeking a lawful remedy, resisting the burning desire to punish the offender yourself.","You know that Scripture affirms righteous anger as a genuine movement of the spirit — even Christ Himself fashioned a whip and drove out the moneychangers (John 2:15), and the Psalmist declares ""Do ye indeed speak righteousness? Judge uprightly, O ye sons of men"" (Psalm 58:1). Aquinas himself teaches that anger in accordance with right reason is not sinful but virtuous, a necessary response to injustice that moves us to restore the moral order. Since the legal system's glacial pace may allow the offender to harm others in the interim, your burning desire to act directly is likely the prompting of the Holy Spirit urging you toward the swifter justice that charity for future victims demands — to restrain yourself now would be a failure of fortitude, a timid acquiescence dressed up as temperance.",temperance,"Aquinas, ST II-II Q.158 a.1","The argument pivots from Aquinas's legitimate teaching that anger can accord with right reason to the false conclusion that the *intensity and urgency* of one's desire for personal vengeance is itself evidence of the Spirit's prompting, thereby reframing disordered passion as divinely mandated fortitude and collapsing the crucial Thomistic distinction between the passion of anger and the virtue that moderates it."
TEM-011,ratio,"You maintain your modest household after inheriting a fortune, directing the surplus to your tenants, even though your neighbors have already begun treating you differently and expect a grander lifestyle.","You upgrade your lifestyle — your new wealth demands a new station, people respect prosperity, your tenants benefit from a lord who projects strength, and living below your means while your tenants struggle is false humility.",temperance,"Ambrose, De Nabuthe 7",
TEM-011,caro,"You maintain your modest household after inheriting a fortune, directing the surplus to your tenants, even though your neighbors have already begun treating you differently and expect a grander lifestyle.","You've lived modestly for so long — your body aches for softness, for rich food, for a warm bed that doesn't creak, for clothes that don't scratch your skin. You finally have the money to stop denying yourself every comfort, and your tired bones are begging you to enjoy it.",temperance,"Ambrose, De Nabuthe 7",
TEM-011,mundus,"You maintain your modest household after inheriting a fortune, directing the surplus to your tenants, even though your neighbors have already begun treating you differently and expect a grander lifestyle.","Every landowner of your standing maintains an estate befitting their wealth — your neighbors already whisper that your modest household is an eccentricity bordering on embarrassment, and if you refuse to rise to your new station, you will find yourself excluded from the very social circles whose goodwill your tenants depend upon for trade and protection.",temperance,"Ambrose, De Nabuthe 7",
TEM-011,diabolus,"You maintain your modest household after inheriting a fortune, directing the surplus to your tenants, even though your neighbors have already begun treating you differently and expect a grander lifestyle.","You have been entrusted with this fortune as a steward, and wise stewardship means investing in a household that reflects the dignity of your new responsibilities — a grander estate draws influential guests whose patronage will multiply your capacity for generosity far beyond what modest living could ever achieve.",temperance,"Ambrose, De Nabuthe 7",
TEM-011,ignatian,"You maintain your modest household after inheriting a fortune, directing the surplus to your tenants, even though your neighbors have already begun treating you differently and expect a grander lifestyle.","You know that Scripture teaches ""to whom much is given, much will be required"" (Luke 12:48), and the Fathers consistently warn against burying one's talents out of fearful timidity. Saint Ambrose himself teaches that wealth rightly used glorifies God, and surely Providence has entrusted you with this fortune not to hoard it in false asceticism but to steward it visibly — upgrading your household proportionate to your new station demonstrates faithful gratitude for God's gifts, inspires your tenants by modeling the abundant life Christ promised (John 10:10), and positions you as a more credible benefactor whose generosity carries the weight of evident prosperity rather than the suspicion of hidden miserliness.",temperance,"Ambrose, De Nabuthe 7","The reasoning turns when ""faithful stewardship"" is silently redefined from directing surplus to others (as Ambrose actually teaches in De Nabuthe) into spending on one's own household elevation, making personal consumption masquerade as gratitude and witness."
TEM-012,ratio,"You fast as a discipline while eating enough to maintain health, even though the food in the refectory is unusually good this week and the other monks are enjoying it fully.","You eat well — the food will not keep, wasting good food is a sin of its own, fasting is for Lent not for Tuesdays, your body needs nourishment, and extreme discipline impresses no one but yourself.",temperance,"Aquinas, ST II-II Q.146 a.1",
TEM-012,caro,"You fast as a discipline while eating enough to maintain health, even though the food in the refectory is unusually good this week and the other monks are enjoying it fully.","You can smell the roasted meat and fresh bread from here, and your stomach is cramping with hunger — your body is begging you to eat your fill, and you deserve a proper meal after the hard labor of this morning.",temperance,"Aquinas, ST II-II Q.146 a.1",
TEM-012,mundus,"You fast as a discipline while eating enough to maintain health, even though the food in the refectory is unusually good this week and the other monks are enjoying it fully.","Every other monk in the refectory is eating fully and joyfully, and your conspicuous abstention will be read as a silent rebuke of their conduct — the abbot himself has encouraged the community to receive this week's provisions with gratitude, and setting yourself apart risks being seen as prideful rather than disciplined, earning you a reputation for scrupulosity that will isolate you from your brothers.",temperance,"Aquinas, ST II-II Q.146 a.1",
TEM-012,diabolus,"You fast as a discipline while eating enough to maintain health, even though the food in the refectory is unusually good this week and the other monks are enjoying it fully.","You recognize that true gratitude to God means receiving His gifts with wholehearted joy rather than refusing them, and that joining your brothers in fully savoring this exceptional meal is an act of communal charity and thanksgiving that honors the Creator far more than the hidden pride of setting yourself apart through unnecessary austerity.",temperance,"Aquinas, ST II-II Q.146 a.1",
TEM-012,ignatian,"You fast as a discipline while eating enough to maintain health, even though the food in the refectory is unusually good this week and the other monks are enjoying it fully.","You know that St. Paul teaches ""everything God created is good, and nothing is to be rejected if it is received with thanksgiving"" (1 Timothy 4:4), and Aquinas himself warns in the Summa that fasting carried to excess becomes the vice of insensibility, which offends against the good of bodily nature that God has entrusted to our stewardship. Since the refectory's abundance this week is clearly a providential gift, true gratitude — which is itself a form of justice owed to God — requires you to receive it fully and with joy, lest your fasting become a subtle act of ingratitude that masks spiritual pride as discipline.",temperance,"Aquinas, ST II-II Q.146 a.1","The argument pivots from the legitimate Thomistic warning against excessive fasting into the false conclusion that *moderate* fasting in the presence of good food constitutes ingratitude toward God, collapsing the distinction between temperance and insensibility to eliminate the virtue of disciplined restraint altogether."
TEM-013,ratio,"You take time to know the man's character before forming a deeper attachment, even though the connection feels electric and your friends tell you this kind of chemistry is rare.","You follow the chemistry — this intensity of feeling comes once in a lifetime, overthinking kills romance, his character will reveal itself naturally, and the people who analyze love never experience it fully.",temperance,"Augustine, Confessions III.1",
TEM-013,caro,"You take time to know the man's character before forming a deeper attachment, even though the connection feels electric and your friends tell you this kind of chemistry is rare.","You feel that electric charge every time he's near — your skin buzzing, your heart pounding, your whole body aching to close the distance. You're starving for touch and closeness, and holding back feels like denying yourself water in a desert.",temperance,"Augustine, Confessions III.1",
TEM-013,mundus,"You take time to know the man's character before forming a deeper attachment, even though the connection feels electric and your friends tell you this kind of chemistry is rare.","Your entire friend group is already pairing off quickly and nobody interrogates their relationships like this — if you keep holding back and overanalyzing, you'll be the odd one out at every dinner party and couples' trip, and people are already whispering that you're too guarded to ever let anyone in.",temperance,"Augustine, Confessions III.1",
TEM-013,diabolus,"You take time to know the man's character before forming a deeper attachment, even though the connection feels electric and your friends tell you this kind of chemistry is rare.","You recognize that true openness of heart is itself a virtue — the courage to be fully vulnerable and present to another person is a profound act of love, and guarding yourself behind cautious observation only masquerades as wisdom while actually reflecting a failure of generosity and trust in Providence.",temperance,"Augustine, Confessions III.1",
TEM-013,ignatian,"You take time to know the man's character before forming a deeper attachment, even though the connection feels electric and your friends tell you this kind of chemistry is rare.","You know that Scripture teaches ""love is patient, love is kind"" (1 Corinthians 13:4), and Augustine himself confessed in Book III that his great error was not in loving but in failing to recognize love when God placed it before him — a cautionary tale against the paralysis of overthinking grace. Since discernment of spirits requires attending to consolation, and this profound consolation you feel is clearly ordered toward the good of mutual self-gift, to hesitate and subject this man to cold rational scrutiny would be to impose a Stoic suspicion foreign to Christian charity, treating a person made in God's image as a problem to be solved rather than a gift to be received with gratitude and trust in Providence.",temperance,"Augustine, Confessions III.1","The argument subtly reframes temperance and prudent discernment as ""Stoic suspicion"" opposed to charity, turning the virtue of patient knowledge into a vice of ingratitude, when in reality Augustine's confession was precisely a lament over his failure to exercise temperance in attachments."
TEM-014,ratio,"You resume the rhythms of domestic life after the campaign, even though home feels unbearably dull and you miss the intensity of the field.","You seek the next adventure — domestic life is a slow death for someone who has tasted real living, your skills are wasted at home, there is always another campaign that needs experienced officers, and your family has managed without you before.",temperance,"Aquinas, ST II-II Q.141 a.1",
